@relation beansData

@attribute LENGTH REAL
@attribute BREADTH REAL
@attribute WIDTH REAL
@attribute NAME {BIG_DRUM,SMALL_DRUM,oloyin_beans,MILK_BEANS}

@data
9.43,5.67,3.30,SMALL_DRUM
8.22,5.44,2.35,SMALL_DRUM
9.62,6.88,3.62,SMALL_DRUM
10.10,7.38,3.59,SMALL_DRUM
9.48,6.53,3.81,SMALL_DRUM
8.74,6.88,3.57,SMALL_DRUM
8.32,5.77,3.81,SMALL_DRUM
8.13,6.94,2.82,SMALL_DRUM
9.37,6.59,3.27,SMALL_DRUM
10.04,6.71,3.54,SMALL_DRUM
9.52,7.12,3.04,SMALL_DRUM
9.29,6.63,3.79,SMALL_DRUM
9.46,6.81,3.78,SMALL_DRUM
8.26,6.53,3.16,SMALL_DRUM
7.09,4.71,3.06,SMALL_DRUM
7.75,6.04,3.52,SMALL_DRUM
9.12,5.47,3.15,SMALL_DRUM
8.14,5.43,3.82,SMALL_DRUM
7.54,5.35,3.03,SMALL_DRUM
6.79,5.34,3.03,SMALL_DRUM
7.92,5.72,3.61,SMALL_DRUM
9.11,5.48,3.22,SMALL_DRUM
7.75,6.1,3.52,SMALL_DRUM
9.61,7.09,3.98,SMALL_DRUM
9.72,5.98,3.31,SMALL_DRUM
9.43,6.23,3.52,SMALL_DRUM
8.52,6.75,3.24,SMALL_DRUM
7.97,5.44,2.68,SMALL_DRUM
8.79,6.98,3.14,SMALL_DRUM
9.81,5.97,3.18,SMALL_DRUM
9.43,6.93,3.42,SMALL_DRUM
8.41,5.54,3.51,SMALL_DRUM
8.63,5.82,2.89,SMALL_DRUM
7.31,5.28,2.52,SMALL_DRUM
8.61,5.45,2.58,SMALL_DRUM
6.11,4.41,2.11,SMALL_DRUM
8.89,5.11,3.00,SMALL_DRUM
0.77,3.12,2.01,SMALL_DRUM
7.76,4.21,2.21,SMALL_DRUM
7.29,3.45,2.00,SMALL_DRUM
7.59,4,2.05,SMALL_DRUM
8.95,5.05,3.11,SMALL_DRUM
9.19,7.04,3.56,SMALL_DRUM
7.62,4.05,2.99,SMALL_DRUM
8.64,5.02,3.42,SMALL_DRUM
7.68,4.52,2.32,SMALL_DRUM
8.03,5.01,3.33,SMALL_DRUM
8.49,5.49,3.22,SMALL_DRUM
8.30,5.58,3.12,SMALL_DRUM
7.56,4.49,2.52,SMALL_DRUM
8.67,5.03,3.02,SMALL_DRUM
8.74,6.06,3.25,SMALL_DRUM
8.77,5.59,2.43,SMALL_DRUM
8.33,4.44,2.24,SMALL_DRUM
8.05,5.04,3.06,SMALL_DRUM
7.22,4.22,1.59,SMALL_DRUM
6.02,4.44,1.50,SMALL_DRUM
6.24,4.56,2.02,SMALL_DRUM
5.78,3.56,1.24,SMALL_DRUM
6.50,4.23,2.40,SMALL_DRUM
7.79,4.54,2.06,SMALL_DRUM
8.99,4.3,3.22,SMALL_DRUM
8.78,5.22,3.45,SMALL_DRUM
8.04,5.33,3.24,SMALL_DRUM
8.01,6.47,2.59,SMALL_DRUM
7.48,5.33,3.04,SMALL_DRUM
6.24,4.33,2.04,SMALL_DRUM
7.44,4.45,2.34,SMALL_DRUM
6.26,6.06,3.01,SMALL_DRUM
9.01,6.08,3.24,SMALL_DRUM
8.11,6.44,3.04,SMALL_DRUM
7.25,4.13,2.04,SMALL_DRUM
7.77,4.56,2.24,SMALL_DRUM
6.12,4.15,1.56,SMALL_DRUM
6.44,4.45,2.07,SMALL_DRUM
8.46,5.32,3.06,SMALL_DRUM
7.22,5.14,3.24,SMALL_DRUM
8.02,6.61,3.22,SMALL_DRUM
6.57,4.39,2.56,SMALL_DRUM
9.03,6.15,3.44,SMALL_DRUM
8.56,6.05,4.01,SMALL_DRUM
7.57,4.56,2.64,SMALL_DRUM
8.81,6.21,4.30,oloyin_beans
7.93,4.85,3.56,oloyin_beans
9.24,7.18,4.07,oloyin_beans
7.98,5.51,3.79,oloyin_beans
7.51,4.92,2.54,oloyin_beans
8.94,6.46,3.52,oloyin_beans
7.39,5.14,3.72,oloyin_beans
7.81,5.64,3.37,oloyin_beans
8.61,5.55,4.29,oloyin_beans
7.99,5.56,3.20,oloyin_beans
8.09,4.83,3.23,oloyin_beans
7.01,5.75,2.68,oloyin_beans
7.11,4.87,2.70,oloyin_beans
8.04,5.33,2.59,oloyin_beans
8.39,4.84,3.32,oloyin_beans
6.30,5.19,3.01,oloyin_beans
6.68,3.9,2.73,oloyin_beans
7.94,5.27,1.84,oloyin_beans
6.38,6.01,3.63,oloyin_beans
8.44,5.82,3.32,oloyin_beans
7.98,5.16,3.66,oloyin_beans
8.60,5.47,3.08,oloyin_beans
7.03,4.47,2.85,oloyin_beans
8.80,5.18,3.60,oloyin_beans
5.66,4.14,2.21,oloyin_beans
6.75,4.9,2.86,oloyin_beans
8.70,5.24,4.01,oloyin_beans
8.94,6.31,3.90,oloyin_beans
7.42,4.39,2.81,oloyin_beans
8.97,6.2,3.45,oloyin_beans
7.19,5.49,4.50,oloyin_beans
7.38,5.85,3.52,oloyin_beans
7.96,5.44,3.53,oloyin_beans
8.54,6.12,3.96,oloyin_beans
7.37,4.8,2.51,oloyin_beans
7.62,5.29,3.43,oloyin_beans
9.55,6.6,3.06,oloyin_beans
8.86,5.36,2.06,oloyin_beans
7.21,4.69,2.41,oloyin_beans
8.39,5.63,4.52,oloyin_beans
8.33,5.82,3.38,oloyin_beans
9.72,6.81,3.83,oloyin_beans
7.01,5.4,3.21,oloyin_beans
8.94,5.94,2.74,oloyin_beans
8.31,5.83,3.93,oloyin_beans
9.53,6.03,2.81,oloyin_beans
8.26,5.21,3.67,oloyin_beans
9.31,6.58,2.91,oloyin_beans
9.10,6.44,2.77,oloyin_beans
8.13,5.28,3.48,oloyin_beans
7.37,4.37,2.80,oloyin_beans
9.54,6.58,3.41,oloyin_beans
8.43,5.62,2.59,oloyin_beans
8.94,5.93,2.71,oloyin_beans
8.72,5.22,3.98,oloyin_beans
9.45,6.02,3.25,oloyin_beans
7.73,5.46,3.45,oloyin_beans
8.86,6.74,3.97,oloyin_beans
8.15,6.04,3.23,oloyin_beans
7.91,5.92,3.09,oloyin_beans
9.02,6.33,4.02,oloyin_beans
7.88,6.56,3.16,oloyin_beans
8.77,5.37,3.07,oloyin_beans
8.64,5.65,3.83,oloyin_beans
6.98,5.65,3.65,oloyin_beans
8.43,5.73,3.34,oloyin_beans
8.09,5.03,4.01,oloyin_beans
6.78,3.97,2.89,oloyin_beans
7.83,5.62,3.35,oloyin_beans
7.82,5.82,3.95,oloyin_beans
9.72,6.58,3.72,oloyin_beans
8.54,5.74,3.36,oloyin_beans
8.78,5.45,3.32,oloyin_beans
9.78,5.53,4.23,oloyin_beans
7.91,5.31,3.11,oloyin_beans
8.56,4.78,2.67,oloyin_beans
7.31,7.2,2.78,oloyin_beans
10.10,4.58,3.25,oloyin_beans
8.09,5.16,4.02,oloyin_beans
7.26,5.78,2.88,oloyin_beans
8.77,5.92,3.20,oloyin_beans
8.50,5.89,3.20,oloyin_beans
7.80,4.9,3.12,oloyin_beans
9.60,6.13,3.40,oloyin_beans
8.90,5.71,2.70,oloyin_beans
7.30,5.64,4.14,oloyin_beans
6.77,4.21,2.20,oloyin_beans
5.75,4.89,2.71,oloyin_beans
7.60,5.25,4.03,oloyin_beans
8.89,6.32,3.96,oloyin_beans
7.40,6.12,2.80,oloyin_beans
7.17,5.41,4.50,oloyin_beans
7.28,5.81,3.50,oloyin_beans
7.32,5.41,3.52,oloyin_beans
8.91,5.41,3.81,oloyin_beans
7.81,6.51,2.86,oloyin_beans
7.45,5.61,3.73,oloyin_beans
8.09,4.93,2.78,oloyin_beans
8.39,4.79,2.52,oloyin_beans
8.50,3.8,2.81,oloyin_beans
7.49,5.4,4.16,oloyin_beans
10.62,5.31,3.32,oloyin_beans
9.20,5.8,3.40,oloyin_beans
10.04,6.64,3.82,oloyin_beans
8.76,4.45,2.84,oloyin_beans
9.13,5.18,3.40,oloyin_beans
7.53,6.1,4.39,oloyin_beans
8.30,6.1,3.27,oloyin_beans
7.90,6.32,3.72,oloyin_beans
7.51,6.04,3.44,oloyin_beans
9.65,7.3,3.46,oloyin_beans
8.18,6.58,3.42,oloyin_beans
9.49,5.82,3.10,oloyin_beans
9.10,7.18,3.79,oloyin_beans
8.90,5.84,3.12,oloyin_beans
8.70,5.63,3.22,oloyin_beans
7.90,6.05,2.57,oloyin_beans
9.07,6.59,3.74,oloyin_beans
8.82,7.17,4.16,oloyin_beans
7.96,6.38,3.18,oloyin_beans
8.42,5.56,2.44,oloyin_beans
10.05,4.59,3.21,oloyin_beans
9.55,6.58,3.67,oloyin_beans
5.60,4.3,2.20,oloyin_beans
6.70,5.25,4.01,oloyin_beans
8.68,6.92,3.53,oloyin_beans
7.40,6.04,3.52,oloyin_beans
9.72,6.89,3.96,oloyin_beans
8.96,5.36,2.81,oloyin_beans
7.65,4.44,2.41,oloyin_beans
8.33,5.33,3.39,oloyin_beans
7.64,5.42,4.10,oloyin_beans
9.72,6.98,3.55,oloyin_beans
8.82,5.82,3.20,oloyin_beans
6.86,4.31,2.42,oloyin_beans
9.43,6.09,4.05,oloyin_beans
8.42,5.39,3.06,oloyin_beans
6.26,4.8,2.44,oloyin_beans
9.55,5.96,3.83,oloyin_beans
8.01,4.98,2.82,oloyin_beans
7.05,5.47,2.77,oloyin_beans
9.78,6.69,4.09,oloyin_beans
7.14,4.66,2.26,oloyin_beans
7.22,4.08,2.04,oloyin_beans
8.82,6.2,3.43,oloyin_beans
7.92,4.83,2.36,oloyin_beans
9.50,7.16,4.13,oloyin_beans
7.97,5.54,3.11,oloyin_beans
8.90,6.4,3.19,oloyin_beans
7.52,5.04,3.60,oloyin_beans
8.66,5.47,3.08,oloyin_beans
9.05,7.95,3.58,oloyin_beans
8.38,4.84,2.49,oloyin_beans
8.43,5.45,3.17,oloyin_beans
9.03,5.85,3.25,oloyin_beans
9.35,6.29,3.78,oloyin_beans
8.62,5.36,3.30,oloyin_beans
8.80,5.26,3.55,oloyin_beans
7.78,6.58,3.16,oloyin_beans
8.61,6.22,3.54,oloyin_beans
9.24,6.13,3.31,oloyin_beans
7.96,6.28,3.18,oloyin_beans
8.60,7.05,4.14,oloyin_beans
9.08,6.94,3.39,oloyin_beans
8.13,5.55,2.77,oloyin_beans
7.85,5.6,3.01,oloyin_beans
8.61,5.36,4.11,oloyin_beans
7.02,5.16,4.08,oloyin_beans
7.11,5.49,4.10,oloyin_beans
9.10,5.19,3.96,oloyin_beans
9.73,5.62,3.59,oloyin_beans
9.41,6.12,3.05,oloyin_beans
8.26,5.05,3.55,oloyin_beans
7.16,5.4,3.09,oloyin_beans
8.75,5.73,3.47,oloyin_beans
7.94,5.39,3.13,oloyin_beans
7.92,6.22,3.71,oloyin_beans
8.20,6.46,3.23,oloyin_beans
9.24,6.25,3.05,oloyin_beans
8.65,5.15,4.14,oloyin_beans
7.55,5.47,3.97,oloyin_beans
9.10,4.82,2.49,oloyin_beans
6.48,5.79,3.72,oloyin_beans
8.77,7.48,4.40,oloyin_beans
9.14,5.22,3.31,oloyin_beans
8.18,5.04,2.79,oloyin_beans
7.02,5.41,3.19,oloyin_beans
7.31,4.49,4.91,oloyin_beans
9.46,5.61,4.70,oloyin_beans
8.93,6.89,3.67,oloyin_beans
8.45,5.47,3.76,oloyin_beans
8.94,6.83,3.21,oloyin_beans
9.56,7.72,4.06,oloyin_beans
7.90,5.71,3.22,oloyin_beans
7.39,5.06,4.01,oloyin_beans
7.32,7.1,3.94,oloyin_beans
8.41,6.11,3.56,oloyin_beans
8.79,5.68,3.17,oloyin_beans
9.33,6.36,3.19,oloyin_beans
9.41,5.7,4.21,oloyin_beans
9.62,7.32,4.53,oloyin_beans
8.39,5.42,3.23,oloyin_beans
9.92,7.29,5.30,oloyin_beans
7.38,5.31,2.62,oloyin_beans
8.31,5.28,3.45,oloyin_beans
7.32,5.33,4.31,oloyin_beans
9.32,7.31,4.19,oloyin_beans
9.66,7.32,4.52,oloyin_beans
9.82,5.28,3.15,oloyin_beans
9.50,5.31,5.52,oloyin_beans
8.29,6.32,4.30,oloyin_beans
6.97,4.1,2.05,oloyin_beans
9.61,7.31,4.52,oloyin_beans
8.38,4.41,2.22,oloyin_beans
6.88,3.02,2.02,oloyin_beans
9.90,7.2,3.21,oloyin_beans
8.30,5.31,3.25,oloyin_beans
6.70,4.49,2.10,oloyin_beans
8.29,5.38,3.22,oloyin_beans
7.30,7.33,2.44,oloyin_beans
9.38,7.2,3.20,oloyin_beans
8.80,7.05,2.02,oloyin_beans
9.26,7.29,5.20,oloyin_beans
7.48,4.38,3.31,oloyin_beans
9.97,8.28,5.26,oloyin_beans
8.30,4.4,2.21,oloyin_beans
6.90,5.03,4.14,oloyin_beans
9.26,7.15,4.40,oloyin_beans
8.35,5.33,3.15,oloyin_beans
7.10,6.09,4.01,oloyin_beans
7.49,5.4,4.16,oloyin_beans
8.23,6.04,2.97,oloyin_beans
8.95,6.1,4.43,oloyin_beans
7.98,5.06,2.59,oloyin_beans
9.40,6.13,2.76,oloyin_beans
8.46,6.49,3.59,oloyin_beans
9.01,5.39,4.24,oloyin_beans
8.66,5.82,3.13,oloyin_beans
8.89,5.89,3.71,oloyin_beans
7.32,4.88,3.23,oloyin_beans
8.10,6.4,3.12,oloyin_beans
8.57,6.11,3.05,oloyin_beans
8.32,5.36,3.17,oloyin_beans
9.20,6.29,4.40,oloyin_beans
8.58,5.59,3.74,oloyin_beans
8.24,5.28,4.41,oloyin_beans
7.82,5.16,3.23,oloyin_beans
8.94,5.73,2.82,oloyin_beans
7.86,5.26,2.44,oloyin_beans
6.84,6.26,3.28,oloyin_beans
8.76,6.58,5.16,oloyin_beans
8.65,7.48,4.46,oloyin_beans
7.92,6.18,3.46,oloyin_beans
7.37,5.36,2.98,oloyin_beans
8.96,5.27,3.12,oloyin_beans
8.63,4.73,3.08,oloyin_beans
7.78,5.81,3.08,oloyin_beans
8.33,5.12,4.14,oloyin_beans
8.22,5.6,2.71,oloyin_beans
7.54,5.24,3.55,oloyin_beans
8.37,5.6,3.20,oloyin_beans
8.99,6.7,3.59,oloyin_beans
7.79,4.5,2.37,oloyin_beans
8.59,4.96,2.50,oloyin_beans
5.14,5.1,3.71,oloyin_beans
9.35,5.72,3.53,oloyin_beans
8.03,5.81,3.71,oloyin_beans
7.78,5.69,3.26,oloyin_beans
8.05,5.23,3.59,oloyin_beans
8.94,5.54,3.62,oloyin_beans
10.27,6.57,3.44,oloyin_beans
8.74,5.37,4.22,oloyin_beans
7.63,5.58,2.84,oloyin_beans
7.97,6.31,3.37,oloyin_beans
8.32,5.86,3.34,oloyin_beans
11.43,6.84,3.78,oloyin_beans
8.44,6.94,3.47,oloyin_beans
8.36,4.98,3.09,oloyin_beans
8.18,5.36,3.12,oloyin_beans
7.75,6.03,3.40,oloyin_beans
8.19,5.55,3.58,oloyin_beans
8.80,6.26,3.30,oloyin_beans
6.87,5.71,2.70,oloyin_beans
7.95,5.13,3.19,oloyin_beans
10.37,6.06,2.79,oloyin_beans
8.10,6.34,3.01,oloyin_beans
9.13,6.04,3.18,oloyin_beans
8.55,6.16,2.99,oloyin_beans
8.55,6.16,3.12,oloyin_beans
8.35,6.4,3.18,oloyin_beans
6.56,4.42,3.02,oloyin_beans
7.93,5.08,4.43,oloyin_beans
8.25,5.56,2.91,oloyin_beans
8.22,5.12,2.81,oloyin_beans
8.57,4.86,3.22,oloyin_beans
8.03,6,3.76,oloyin_beans
7.46,5.04,3.58,oloyin_beans
9.37,5.69,3.75,oloyin_beans
8.80,5.36,2.39,oloyin_beans
7.32,5.22,2.66,oloyin_beans
8.10,6.37,2.51,oloyin_beans
7.34,5.16,3.58,oloyin_beans
8.34,4.54,3.20,oloyin_beans
7.48,5.33,3.02,oloyin_beans
8.56,5.33,3.76,oloyin_beans
10.60,6.47,3.22,oloyin_beans
9.77,6.1,3.32,oloyin_beans
9.74,5.62,3.41,oloyin_beans
9.99,7.02,2.88,oloyin_beans
10.85,7.58,3.04,oloyin_beans
8.28,5.96,3.86,oloyin_beans
7.38,5.28,2.97,oloyin_beans
7.78,5.28,2.97,oloyin_beans
8.04,5.43,2.28,oloyin_beans
8.52,6.87,3.23,oloyin_beans
8.80,5.92,3.38,oloyin_beans
8.42,6.23,3.08,oloyin_beans
7.01,6.51,3.41,oloyin_beans
8.28,5.03,3.63,oloyin_beans
7.24,5.16,3.97,oloyin_beans
8.58,5.44,2.94,oloyin_beans
8.41,6.43,2.44,oloyin_beans
8.19,5.52,3.29,oloyin_beans
7.31,5.61,3.29,oloyin_beans
7.56,7.56,2.64,oloyin_beans
8.11,6.52,3.43,oloyin_beans
8.37,5.24,4.41,oloyin_beans
8.99,4.5,2.44,oloyin_beans
7.54,5.06,3.28,oloyin_beans
9.14,6.04,4.24,oloyin_beans
9.61,7.18,3.77,oloyin_beans
9.85,5.71,4.26,oloyin_beans
10.23,5.98,3.79,oloyin_beans
8.25,6.01,2.94,oloyin_beans
9.45,6.39,3.83,oloyin_beans
9.68,5.56,3.56,oloyin_beans
8.32,5.5,3.43,oloyin_beans
8.29,5.24,4.37,oloyin_beans
8.54,5.19,3.38,oloyin_beans
7.53,5.44,3.32,oloyin_beans
11.17,6.3,3.03,oloyin_beans
8.20,5.49,3.55,oloyin_beans
7.58,5.48,3.14,oloyin_beans
8.96,6.03,3.50,oloyin_beans
7.43,4.94,2.63,oloyin_beans
7.46,5.89,3.75,oloyin_beans
8.58,5.99,3.81,oloyin_beans
7.09,4.9,3.43,oloyin_beans
7.35,5.43,3.98,oloyin_beans
8.39,5.34,2.97,oloyin_beans
7.62,4.76,3.20,oloyin_beans
8.68,5.62,3.36,oloyin_beans
7.20,5.53,3.63,oloyin_beans
8.02,5.2,2.47,oloyin_beans
8.20,5.38,3.12,oloyin_beans
7.45,4.55,3.15,oloyin_beans
8.29,5.11,3.03,oloyin_beans
8.13,5.44,3.84,oloyin_beans
8.60,6.44,3.28,oloyin_beans
7.51,5.52,3.76,oloyin_beans
8.19,5.27,2.67,oloyin_beans
8.14,4.53,2.37,oloyin_beans
6.79,4.75,3.33,oloyin_beans
9.29,6.16,3.32,oloyin_beans
8.01,5.02,2.85,oloyin_beans
7.94,5.45,2.82,oloyin_beans
7.41,4.41,2.36,oloyin_beans
9.30,6.57,3.84,oloyin_beans
9.46,6.61,3.10,oloyin_beans
6.70,5.79,2.82,oloyin_beans
8.11,5.42,2.75,oloyin_beans
8.14,6.08,2.83,oloyin_beans
9.55,6.19,3.46,oloyin_beans
6.82,5.29,3.04,oloyin_beans
7.63,4.21,2.24,oloyin_beans
6.43,5.03,2.68,oloyin_beans
7.26,5.11,2.48,oloyin_beans
7.55,5.18,2.26,oloyin_beans
7.30,4.81,3.73,oloyin_beans
8.25,5.68,3.68,oloyin_beans
8.51,5.23,3.41,oloyin_beans
8.05,5.23,2.76,oloyin_beans
7.99,5.26,2.88,oloyin_beans
7.85,5.49,3.47,oloyin_beans
7.80,5.19,2.84,oloyin_beans
7.69,4.83,2.50,oloyin_beans
7.50,5.08,3.11,oloyin_beans
6.88,4.7,2.33,oloyin_beans
7.99,5.37,3.27,oloyin_beans
7.55,4.89,3.01,oloyin_beans
7.74,4.82,2.90,oloyin_beans
8.67,6.62,2.87,oloyin_beans
9.21,6.2,3.05,oloyin_beans
7.71,5.01,2.82,oloyin_beans
8.48,4.99,3.05,oloyin_beans
7.73,4.87,2.57,oloyin_beans
7.20,4.97,3.71,oloyin_beans
6.09,4.82,2.20,oloyin_beans
7.21,5.24,2.01,oloyin_beans
7.14,4.41,2.84,oloyin_beans
5.72,4.95,2.73,oloyin_beans
5.96,4.21,2.36,oloyin_beans
6.02,4.55,1.91,oloyin_beans
7.98,4.77,3.04,oloyin_beans
7.57,4.7,4.46,oloyin_beans
7.96,4.95,2.79,oloyin_beans
8.15,5.3,3.53,oloyin_beans
8.02,4.98,2.50,oloyin_beans
9.67,6.4,2.84,oloyin_beans
7.76,4.16,2.38,oloyin_beans
8.14,5.09,2.71,oloyin_beans
7.50,5.48,2.53,oloyin_beans
6.67,6.29,2.81,oloyin_beans
8.43,5.03,3.25,oloyin_beans
7.26,4.63,3.01,oloyin_beans
7.00,4.83,2.45,oloyin_beans
7.58,5.53,2.60,oloyin_beans
7.93,4.55,2.81,oloyin_beans
7.83,5.09,3.44,oloyin_beans
8.54,5.35,2.88,oloyin_beans
7.83,4.46,2.90,oloyin_beans
8.57,4.91,2.39,oloyin_beans
7.69,4.45,2.23,oloyin_beans
7.22,5.8,3.18,oloyin_beans
8.30,6.14,3.28,oloyin_beans
7.81,4.37,2.95,oloyin_beans
8.00,5.35,2.52,oloyin_beans
7.82,5.97,4.41,oloyin_beans
8.05,5.2,3.48,oloyin_beans
8.58,6.53,3.28,oloyin_beans
10.55,6.84,4.22,oloyin_beans
9.25,6.58,4.01,oloyin_beans
10.00,7.38,3.96,oloyin_beans
8.90,6.04,3.56,oloyin_beans
7.52,6.11,3.45,oloyin_beans
10.16,6.38,4.20,oloyin_beans
7.33,6.62,2.81,oloyin_beans
8.91,6.04,3.45,oloyin_beans
9.65,6.64,3.95,oloyin_beans
7.15,4.46,3.25,oloyin_beans
9.61,5.89,3.71,oloyin_beans
8.18,5.63,4.52,oloyin_beans
9.96,4.67,3.33,oloyin_beans
9.07,6.15,3.40,oloyin_beans
8.37,5.89,3.45,oloyin_beans
8.83,5.82,3.50,oloyin_beans
8.90,5.18,3.62,oloyin_beans
7.78,7.17,3.72,oloyin_beans
8.24,5.54,3.21,oloyin_beans
7.91,6.32,3.27,oloyin_beans
9.78,5.31,4.01,oloyin_beans
10.71,6.75,3.98,oloyin_beans
9.27,6.85,3.01,oloyin_beans
10.25,6.4,3.25,oloyin_beans
8.78,6.6,2.78,oloyin_beans
6.47,4.12,2.45,oloyin_beans
9.18,6.73,2.71,oloyin_beans
8.45,5.5,2.89,oloyin_beans
7.98,4.56,3.31,oloyin_beans
10.40,6.7,3.23,oloyin_beans
8.25,5.3,3.45,oloyin_beans
8.72,7.82,4.25,oloyin_beans
7.21,4.58,2.78,oloyin_beans
10.10,7.2,3.28,oloyin_beans
8.09,5.16,4.02,oloyin_beans
7.26,5.78,2.88,oloyin_beans
8.77,5.92,3.24,oloyin_beans
8.50,5.89,3.20,oloyin_beans
7.80,4.9,3.12,oloyin_beans
9.60,6.13,3.40,oloyin_beans
8.90,5.71,2.70,oloyin_beans
7.30,5.64,4.14,oloyin_beans
6.77,4.21,2.20,oloyin_beans
5.75,4.89,2.71,oloyin_beans
7.60,5.25,4.03,oloyin_beans
8.89,6.32,3.90,oloyin_beans
7.40,6.12,2.80,oloyin_beans
7.17,5.41,4.50,oloyin_beans
7.28,5.81,3.50,oloyin_beans
7.32,5.41,3.52,oloyin_beans
8.91,5.41,3.81,oloyin_beans
7.81,6.51,2.81,oloyin_beans
7.45,5.61,3.73,oloyin_beans
8.09,4.93,2.78,oloyin_beans
8.39,4.79,2.52,oloyin_beans
8.50,3.8,2.81,oloyin_beans
7.91,4.9,3.01,oloyin_beans
6.50,5.74,2.33,oloyin_beans
7.98,5.47,3.34,oloyin_beans
8.90,4.89,2.81,oloyin_beans
8.89,4.57,2.60,oloyin_beans
9.01,6.12,3.89,oloyin_beans
8.82,5.74,2.56,oloyin_beans
8.82,5.62,2.81,oloyin_beans
7.89,5.81,2.69,oloyin_beans
7.25,5.26,2.69,oloyin_beans
8.56,5.56,3.45,oloyin_beans
9.89,6.71,2.89,oloyin_beans
8.55,5.9,2.90,oloyin_beans
7.77,5.82,2.33,oloyin_beans
6.98,4.98,2.02,oloyin_beans
7.24,7.02,3.90,oloyin_beans
7.56,5.56,3.21,oloyin_beans
8.98,6.91,2.09,oloyin_beans
7.89,5.27,3.91,oloyin_beans
8.62,6.4,2.89,oloyin_beans
7.02,5.11,2.75,oloyin_beans
7.04,5.15,2.52,oloyin_beans
6.50,4.98,2.25,oloyin_beans
9.52,6.01,3.01,oloyin_beans
8.21,5.81,3.30,oloyin_beans
8.26,4.99,3.40,oloyin_beans
9.27,5.61,4.00,oloyin_beans
8.30,4.89,2.28,oloyin_beans
9.68,6.5,3.92,oloyin_beans
8.66,7.01,2.40,oloyin_beans
8.56,5.11,2.45,oloyin_beans
8.27,5.24,2.12,oloyin_beans
7.81,4.64,2.97,oloyin_beans
9.55,6.5,3.53,oloyin_beans
8.71,5.55,2.66,oloyin_beans
7.73,5.66,2.70,oloyin_beans
8.91,5.46,3.56,oloyin_beans
6.50,3.96,2.10,oloyin_beans
8.20,5.2,3.11,oloyin_beans
8.56,5.53,3.25,oloyin_beans
7.24,6.01,2.09,oloyin_beans
8.25,5.02,3.07,oloyin_beans
9.01,6.49,4.10,oloyin_beans
7.70,4.89,2.84,oloyin_beans
8.80,6.21,4.29,oloyin_beans
7.92,4.84,3.57,oloyin_beans
9.22,7.16,4.05,oloyin_beans
7.78,5.5,3.39,oloyin_beans
7.51,4.91,2.53,oloyin_beans
8.94,5.49,3.54,oloyin_beans
8.01,6.41,3.55,oloyin_beans
7.81,5.63,3.37,oloyin_beans
8.62,5.45,4.19,oloyin_beans
7.98,5.65,3.21,oloyin_beans
8.08,4.81,3.24,oloyin_beans
7.00,5.73,2.08,oloyin_beans
7.11,4.81,2.01,oloyin_beans
8.03,5.33,2.58,oloyin_beans
8.34,4.81,3.31,oloyin_beans
6.30,5.1,3.10,oloyin_beans
6.68,3.9,2.71,oloyin_beans
7.94,5.26,2.84,oloyin_beans
6.37,6,3.71,oloyin_beans
8.42,5.81,3.32,oloyin_beans
7.97,5.19,3.66,oloyin_beans
8.80,5.49,3.18,oloyin_beans
7.00,4.49,2.89,oloyin_beans
8.81,6,3.10,oloyin_beans
8.94,5.94,2.73,oloyin_beans
7.10,5.49,3.22,oloyin_beans
9.73,6.82,3.84,oloyin_beans
8.33,5.82,3.39,oloyin_beans
8.39,5.63,2.41,oloyin_beans
7.22,4.69,4.53,oloyin_beans
8.87,5.39,2.60,oloyin_beans
9.55,6.61,3.07,oloyin_beans
7.63,5.28,3.42,oloyin_beans
7.63,4.79,2.52,oloyin_beans
7.36,4.47,2.52,oloyin_beans
8.51,6.11,3.97,oloyin_beans
7.95,5.44,3.53,oloyin_beans
7.39,8.85,3.51,oloyin_beans
7.19,5.49,4.51,oloyin_beans
8.98,6.21,3.44,oloyin_beans
7.43,4.38,2.79,oloyin_beans
8.94,6.29,3.89,oloyin_beans
8.60,5.23,4.01,oloyin_beans
6.74,4.89,2.87,oloyin_beans
5.66,4.15,2.20,oloyin_beans
7.01,5.26,3.31,oloyin_beans
8.99,5.28,2.06,oloyin_beans
8.77,6.09,3.31,oloyin_beans
7.12,5.11,3.21,oloyin_beans
9.23,7.25,4.78,oloyin_beans
7.71,4.31,2.61,oloyin_beans
9.91,7.01,4.63,oloyin_beans
8.26,6.34,4.01,oloyin_beans
8.31,5.23,3.40,oloyin_beans
7.67,4.44,2.45,oloyin_beans
6.24,4.47,3.53,oloyin_beans
4.41,3.12,2.51,oloyin_beans
5.59,4.45,3.05,oloyin_beans
5.68,3.13,2.90,oloyin_beans
7.72,4.41,3.38,oloyin_beans
7.90,4.55,4.59,oloyin_beans
7.80,4.79,3.00,oloyin_beans
6.81,5,3.83,oloyin_beans
7.90,5.01,3.21,oloyin_beans
7.08,3.95,3.79,oloyin_beans
8.92,6.14,3.45,oloyin_beans
8.26,6.22,3.15,oloyin_beans
7.08,4.02,3.01,oloyin_beans
8.89,5.12,3.28,oloyin_beans
8.18,5.41,3.56,oloyin_beans
9.02,6.79,4.07,oloyin_beans
7.45,4.87,2.54,oloyin_beans
8.47,5.59,3.52,oloyin_beans
8.26,5.23,3.32,oloyin_beans
7.73,4.78,2.06,oloyin_beans
